arm,label,scheme,bin,n,mean_predicted,observed_rate,gap
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,2,1246,0.16635986317672632,0.019261637239165328,-0.147098225937561
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,3,1257,0.23208129494647325,0.05250596658711217,-0.17957532835936107
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,4,1062,0.29849628550184626,0.12523540489642185,-0.1732608806054244
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,5,808,0.36504428140302736,0.2561881188118812,-0.10885616259114617
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,6,557,0.4294694735717086,0.40394973070017953,-0.025519742871529083
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,7,298,0.4952228263920589,0.5369127516778524,0.04168992528579346
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,8,103,0.5573474515988989,0.7184466019417476,0.16109915034284872
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,9,21,0.6258595381464277,0.8095238095238095,0.18366427137738184
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,10,2,0.6971570491790772,1.0,0.30284295082092283
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,0,428,0.07984505219506886,0.009345794392523364,-0.0704992578025455
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,1,429,0.10964584173091925,0.009324009324009324,-0.10032183240690992
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,2,428,0.13315909084663768,0.011682242990654205,-0.12147684785598348
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,3,429,0.15514113018007003,0.013986013986013986,-0.14115511619405605
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,4,428,0.1791656441081351,0.02102803738317757,-0.15813760672495752
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,5,429,0.20140482144894853,0.02564102564102564,-0.1757637958079229
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,6,428,0.22298818204865273,0.04439252336448598,-0.17859565868416674
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,7,429,0.24603913522266843,0.06293706293706294,-0.1831020722856055
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,8,428,0.2701800858236361,0.08411214953271028,-0.18606793629092583
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,9,429,0.29512830418306646,0.12354312354312354,-0.17158518063994294
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,10,428,0.32414483414771383,0.1705607476635514,-0.15358408648416244
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,11,429,0.3553324874047631,0.2540792540792541,-0.101253233325509
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,12,428,0.39158624966289396,0.2897196261682243,-0.10186662349466968
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,13,429,0.43578488344634875,0.4172494172494173,-0.01853546619693147
R7_waveform_demo_acq,deterioration_mortality_365d,equal_mass,14,429,0.5171384456552266,0.5990675990675991,0.0819291534123725
