arm,label,unit,threshold,net_benefit,net_benefit_treat_all,net_benefit_treat_none,flagged_fraction,prevalence,n_items,n_groups
R3_acqctx_pre,deterioration_icu_24h,record,0.49,0.004354918180788784,-0.7138117928613616,0.0,0.027001716872171063,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.5,0.004682378648353363,-0.7480880287185889,0.0,0.025284844701108162,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.01,0.11712725822293482,0.11712725822293484,0.0,1.0,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.02,0.10811835269459742,0.10811835269459744,0.0,1.0,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.03,0.10086744684856608,0.09892369653680977,0.0,0.9163415014827533,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.04,0.09473362468133811,0.08953748504240154,0.0,0.7972530045262993,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.05,0.0894827203798477,0.07995366909547946,0.0,0.690963009208678,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.06,0.08417322808497354,0.07016594217096328,0.0,0.6088653035742158,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.07,0.07992434350198287,0.060167726495382226,0.0,0.5479943811456219,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.08,0.07464661613316956,0.049952158305114666,0.0,0.4955517402840643,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.09,0.0706027233263069,0.03951207213264339,0.0,0.4532542531606056,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.1,0.06622964465948701,0.028839984045228306,0.0,0.41220540034337444,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.11,0.06163027447156638,0.01792807375360167,0.0,0.3725612611206493,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.12,0.056642592618868566,0.006768165500801698,0.0,0.33120024972686124,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.13,0.05380429810067652,-0.004648292367005202,0.0,0.29545809271109724,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.14,0.05113956029197716,-0.01633024925499363,0.0,0.26892461370376153,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.15,0.04759500179032125,-0.028287075716817073,0.0,0.24535664117371625,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.16,0.045827851977375926,-0.04052858852296967,0.0,0.2256906508506321,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.17,0.04338063977464407,-0.0530650775413187,0.0,0.20961448415795225,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.18,0.04128487515560344,-0.06590733458450548,0.0,0.19431871390666458,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.19,0.0384436775363366,-0.07906668439419073,0.0,0.18276884657405962,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.2,0.03730294989854846,-0.09255501794911813,0.0,0.17387232714218823,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.21,0.03510005867790965,-0.10638482830290441,0.0,0.1645075698454815,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.22,0.03274863630724408,-0.1205692491785827,0.0,0.15561105041361012,0.12595598564070548,6407,3626
